query_id,candidate_id,suggested_label,suggested_confidence,suggested_score,label,confidence,notes
angular/button-primary-v22,react/button-primary-v4,duplicate,high,0.890701,,,
angular/button-primary-v22,react/button-primary-v5,duplicate,high,0.848759,,,
angular/button-primary-v22,react/button-primary-v6,duplicate,high,0.890701,,,
react/button-primary-v23,angular/button-primary-v1,duplicate,high,0.826546,,,
react/button-primary-v23,angular/button-primary-v2,duplicate,high,0.904473,,,
react/button-primary-v23,angular/button-primary-v3,duplicate,high,0.884165,,,
react/button-primary-v23,angular/button-primary-v4,duplicate,high,0.914046,,,
react/button-primary-v23,angular/button-primary-v5,duplicate,high,0.879473,,,
react/button-primary-v23,angular/button-primary-v6,near_duplicate,medium,0.771973,,,
react/button-primary-v36,angular/button-primary-v1,duplicate,high,0.890864,,,
react/button-primary-v36,angular/button-primary-v2,near_duplicate,medium,0.788164,,,
react/button-primary-v36,angular/button-primary-v3,near_duplicate,medium,0.777157,,,
react/button-primary-v36,angular/button-primary-v4,near_duplicate,medium,0.803364,,,
react/button-primary-v36,angular/button-primary-v5,near_duplicate,medium,0.766238,,,
react/button-primary-v36,angular/button-primary-v6,duplicate,high,0.862331,,,
react/button-primary-v33,angular/button-primary-v1,near_duplicate,medium,0.776138,,,
react/button-primary-v33,angular/button-primary-v2,duplicate,high,0.900000,,,
react/button-primary-v33,angular/button-primary-v3,duplicate,high,0.893519,,,
react/button-primary-v33,angular/button-primary-v4,duplicate,high,0.893519,,,
react/button-primary-v33,angular/button-primary-v5,duplicate,high,0.900000,,,
react/button-primary-v33,angular/button-primary-v6,near_duplicate,medium,0.792500,,,
react/button-primary-v20,angular/button-primary-v1,duplicate,high,0.823364,,,
react/button-primary-v20,angular/button-primary-v2,duplicate,high,0.895664,,,
react/button-primary-v20,angular/button-primary-v3,duplicate,high,0.884657,,,
react/button-primary-v20,angular/button-primary-v4,duplicate,high,0.910864,,,
react/button-primary-v20,angular/button-primary-v5,duplicate,high,0.873738,,,
react/button-primary-v20,angular/button-primary-v6,near_duplicate,medium,0.788164,,,
react/button-primary-v7,angular/button-primary-v1,near_duplicate,medium,0.786019,,,
react/button-primary-v7,angular/button-primary-v2,duplicate,high,0.880000,,,
react/button-primary-v7,angular/button-primary-v3,duplicate,high,0.873519,,,
react/button-primary-v7,angular/button-primary-v4,duplicate,high,0.843638,,,
react/button-primary-v7,angular/button-primary-v5,duplicate,high,0.905000,,,
react/button-primary-v7,angular/button-primary-v6,near_duplicate,medium,0.754167,,,
angular/button-primary-v35,react/button-primary-v1,near_duplicate,medium,0.769504,,,
angular/button-primary-v35,react/button-primary-v2,near_duplicate,medium,0.803728,,,
angular/button-primary-v35,react/button-primary-v3,near_duplicate,medium,0.790394,,,
angular/button-primary-v35,react/button-primary-v4,near_duplicate,medium,0.783201,,,
angular/button-primary-v35,react/button-primary-v5,near_duplicate,medium,0.747926,,,
angular/button-primary-v35,react/button-primary-v6,near_duplicate,medium,0.783201,,,
angular/button-primary-v5,react/button-primary-v1,duplicate,high,0.875664,,,
angular/button-primary-v5,react/button-primary-v2,duplicate,high,0.912171,,,
angular/button-primary-v5,react/button-primary-v3,duplicate,high,0.892171,,,
angular/button-primary-v5,react/button-primary-v4,duplicate,high,0.891644,,,
angular/button-primary-v5,react/button-primary-v5,duplicate,high,0.843638,,,
angular/button-primary-v5,react/button-primary-v6,duplicate,high,0.891644,,,
vue/button-primary-v29,react/button-primary-v1,duplicate,high,0.896191,,,
vue/button-primary-v29,react/button-primary-v2,duplicate,high,0.891644,,,
vue/button-primary-v29,react/button-primary-v3,duplicate,high,0.871644,,,
vue/button-primary-v29,react/button-primary-v4,duplicate,high,0.912171,,,
vue/button-primary-v29,react/button-primary-v5,duplicate,high,0.864165,,,
vue/button-primary-v29,react/button-primary-v6,duplicate,high,0.912171,,,
angular/button-primary-v16,react/button-primary-v1,duplicate,high,0.896191,,,
angular/button-primary-v16,react/button-primary-v2,duplicate,high,0.891644,,,
angular/button-primary-v16,react/button-primary-v3,duplicate,high,0.871644,,,
angular/button-primary-v16,react/button-primary-v4,duplicate,high,0.912171,,,
angular/button-primary-v16,react/button-primary-v5,duplicate,high,0.864165,,,
angular/button-primary-v16,react/button-primary-v6,duplicate,high,0.912171,,,
vue/button-primary-v13,react/button-primary-v1,duplicate,high,0.896191,,,
vue/button-primary-v13,react/button-primary-v2,duplicate,high,0.891644,,,
vue/button-primary-v13,react/button-primary-v3,duplicate,high,0.871644,,,
vue/button-primary-v13,react/button-primary-v4,duplicate,high,0.912171,,,
vue/button-primary-v13,react/button-primary-v5,duplicate,high,0.864165,,,
vue/button-primary-v13,react/button-primary-v6,duplicate,high,0.912171,,,
react/button-primary-v28,angular/button-primary-v1,near_duplicate,medium,0.781786,,,
react/button-primary-v28,angular/button-primary-v2,duplicate,high,0.843638,,,
react/button-primary-v28,angular/button-primary-v3,duplicate,high,0.905000,,,
react/button-primary-v28,angular/button-primary-v4,duplicate,high,0.869286,,,
react/button-primary-v28,angular/button-primary-v5,duplicate,high,0.873519,,,
react/button-primary-v28,angular/button-primary-v6,near_duplicate,medium,0.742805,,,
vue/button-primary-v12,react/button-primary-v1,duplicate,high,0.897681,,,
vue/button-primary-v12,react/button-primary-v2,duplicate,high,0.904473,,,
vue/button-primary-v12,react/button-primary-v3,duplicate,high,0.884473,,,
vue/button-primary-v12,react/button-primary-v4,duplicate,high,0.925000,,,
vue/button-primary-v12,react/button-primary-v5,duplicate,high,0.891228,,,
vue/button-primary-v12,react/button-primary-v6,duplicate,high,0.925000,,,
angular/button-primary-v22,react/button-primary-v1,duplicate,high,0.870337,,,
angular/button-primary-v22,react/button-primary-v2,duplicate,high,0.911228,,,
angular/button-primary-v22,react/button-primary-v3,duplicate,high,0.891228,,,
angular/button-primary-v22,react/button-primary-v4,duplicate,high,0.890701,,,
angular/button-primary-v22,react/button-primary-v5,duplicate,high,0.848759,,,
angular/button-primary-v22,react/button-primary-v6,duplicate,high,0.890701,,,
react/button-primary-v32,angular/button-primary-v1,near_duplicate,medium,0.806019,,,
react/button-primary-v32,angular/button-primary-v2,duplicate,high,0.820000,,,
react/button-primary-v32,angular/button-primary-v3,duplicate,high,0.893519,,,
react/button-primary-v32,angular/button-primary-v4,duplicate,high,0.863638,,,
react/button-primary-v32,angular/button-primary-v5,duplicate,high,0.845000,,,
react/button-primary-v32,angular/button-primary-v6,near_duplicate,medium,0.687500,,,
vue/button-primary-v30,react/button-primary-v1,near_duplicate,medium,0.784936,,,
vue/button-primary-v30,react/button-primary-v2,near_duplicate,medium,0.789655,,,
vue/button-primary-v30,react/button-primary-v3,near_duplicate,medium,0.776321,,,
vue/button-primary-v30,react/button-primary-v4,near_duplicate,medium,0.810181,,,
vue/button-primary-v30,react/button-primary-v5,near_duplicate,medium,0.790031,,,
vue/button-primary-v30,react/button-primary-v6,near_duplicate,medium,0.810181,,,
vue/button-primary-v21,react/button-primary-v1,duplicate,high,0.890864,,,
vue/button-primary-v21,react/button-primary-v2,duplicate,high,0.890701,,,
vue/button-primary-v21,react/button-primary-v3,duplicate,high,0.870701,,,
vue/button-primary-v21,react/button-primary-v4,duplicate,high,0.911228,,,
vue/button-primary-v21,react/button-primary-v5,duplicate,high,0.869286,,,
vue/button-primary-v21,react/button-primary-v6,duplicate,high,0.911228,,,
vue/button-primary-v27,react/button-primary-v1,duplicate,high,0.884348,,,
vue/button-primary-v27,react/button-primary-v2,duplicate,high,0.884473,,,
vue/button-primary-v27,react/button-primary-v3,duplicate,high,0.871140,,,
vue/button-primary-v27,react/button-primary-v4,duplicate,high,0.905000,,,
vue/button-primary-v27,react/button-primary-v5,duplicate,high,0.877894,,,
vue/button-primary-v27,react/button-primary-v6,duplicate,high,0.905000,,,
angular/button-primary-v22,react/button-primary-v1,duplicate,high,0.870337,,,
angular/button-primary-v22,react/button-primary-v2,duplicate,high,0.911228,,,
angular/button-primary-v22,react/button-primary-v3,duplicate,high,0.891228,,,
angular/button-primary-v22,react/button-primary-v4,duplicate,high,0.890701,,,
angular/button-primary-v22,react/button-primary-v5,duplicate,high,0.848759,,,
angular/button-primary-v22,react/button-primary-v6,duplicate,high,0.890701,,,
react/button-primary-v25,angular/button-primary-v1,near_duplicate,medium,0.803201,,,
react/button-primary-v25,angular/button-primary-v2,duplicate,high,0.912171,,,
